location	animal	user	sn	an	datatype	start	end	startreason	endreason	entct	inact	inadur	inadist	smlct	smldur	smldist	larct	lardur	lardist	stdate	sttime
OPF01	animal  1	VID\Videotrack_user	3	1	track	540	600	End of period	End of session	0	60	11	0	64	48.6	295.2	3	0.4	10.4	25/09/2017	14:43:53
OPF01	animal  1	VID\Videotrack_user	3	2	track	540	600	End of period	End of session	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:43:53
OPF02	animal  2	VID\Videotrack_user	3	0	track	540	600	End of period	End of session	0	12	1.2	0	44	55.1	538.2	32	3.7	108	25/09/2017	14:43:53
OPF02	animal  2	VID\Videotrack_user	3	1	track	540	600	End of period	End of session	0	12	1.2	0	44	55.1	538.2	32	3.7	108	25/09/2017	14:43:53
OPF02	animal  2	VID\Videotrack_user	3	2	track	540	600	End of period	End of session	10	0	0	0	2	7.8	85.1	3	0.6	16.3	25/09/2017	14:43:53
OPF03	animal  3	VID\Videotrack_user	3	0	track	540	600	End of period	End of session	0	34	6	0	38	53.5	414.1	5	0.4	12.3	25/09/2017	14:43:53
OPF03	animal  3	VID\Videotrack_user	3	1	track	540	600	End of period	End of session	0	34	6	0	38	53.5	414.1	5	0.4	12.3	25/09/2017	14:43:53
OPF03	animal  3	VID\Videotrack_user	3	2	track	540	600	End of period	End of session	2	1	0	0	1	1.1	7.6	0	0	0	25/09/2017	14:43:53
OPF04	animal  4	VID\Videotrack_user	3	0	track	540	600	End of period	End of session	0	7	44	14.9	8	14.2	32.8	1	0.2	9.7	25/09/2017	14:43:53
OPF04	animal  4	VID\Videotrack_user	3	1	track	540	600	End of period	End of session	0	7	44	14.9	8	14.2	32.8	1	0.2	9.7	25/09/2017	14:43:53
OPF04	animal  4	VID\Videotrack_user	3	2	track	540	600	End of period	End of session	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:43:53
OPF01	animal  1	VID\Videotrack_user	4	0	track	0	60	Beginning of session	End of period	1	17	1.2	0	73	49.8	583.8	55	9	267.1	25/09/2017	14:48:20
OPF01	animal  1	VID\Videotrack_user	4	1	track	0	60	Beginning of session	End of period	1	17	1.2	0	73	49.8	583.8	55	9	267.1	25/09/2017	14:48:20
OPF01	animal  1	VID\Videotrack_user	4	2	track	0	60	Beginning of session	End of period	3	0	0	0	5	1.3	27.9	5	1	28.2	25/09/2017	14:48:20
OPF02	animal  2	VID\Videotrack_user	4	0	track	0	60	Beginning of session	End of period	1	38	7.1	0	54	51.8	564.9	15	1	27.1	25/09/2017	14:48:20
OPF02	animal  2	VID\Videotrack_user	4	1	track	0	60	Beginning of session	End of period	1	38	7.1	0	54	51.8	564.9	15	1	27.1	25/09/2017	14:48:20
OPF02	animal  2	VID\Videotrack_user	4	2	track	0	60	Beginning of session	End of period	2	0	0	0	0	2.1	36.3	0	0	0	25/09/2017	14:48:20
OPF03	animal  3	VID\Videotrack_user	4	0	track	0	60	Beginning of session	End of period	1	27	3.7	0	52	54	552.6	24	2.2	62.6	25/09/2017	14:48:20
OPF03	animal  3	VID\Videotrack_user	4	1	track	0	60	Beginning of session	End of period	1	27	3.7	0	52	54	552.6	24	2.2	62.6	25/09/2017	14:48:20
OPF03	animal  3	VID\Videotrack_user	4	2	track	0	60	Beginning of session	End of period	2	0	0	0	0	1.1	14.5	0	0	0	25/09/2017	14:48:20
OPF04	animal  4	VID\Videotrack_user	4	0	track	0	60	Beginning of session	End of period	1	38	4.3	0	51	54.9	516.5	12	0.8	21	25/09/2017	14:48:20
OPF04	animal  4	VID\Videotrack_user	4	1	track	0	60	Beginning of session	End of period	1	38	4.3	0	51	54.9	516.5	12	0.8	21	25/09/2017	14:48:20
OPF04	animal  4	VID\Videotrack_user	4	2	track	0	60	Beginning of session	End of period	1	12	1.9	0	12	6.2	28.4	0	0	0	25/09/2017	14:48:20
OPF01	animal  1	VID\Videotrack_user	4	0	track	60	120	End of period	End of period	0	58	6.4	0	71	51.9	420.9	14	1.7	49.8	25/09/2017	14:49:20
OPF01	animal  1	VID\Videotrack_user	4	1	track	60	120	End of period	End of period	0	58	6.4	0	71	51.9	420.9	14	1.7	49.8	25/09/2017	14:49:20
OPF01	animal  1	VID\Videotrack_user	4	2	track	60	120	End of period	End of period	1	0	0	0	0	0.6	4.2	0	0	0	25/09/2017	14:49:20
OPF02	animal  2	VID\Videotrack_user	4	0	track	60	120	End of period	End of period	0	78	13.2	0	86	45.9	337.3	9	0.9	25.4	25/09/2017	14:49:20
OPF02	animal  2	VID\Videotrack_user	4	1	track	60	120	End of period	End of period	0	78	13.2	0	86	45.9	337.3	9	0.9	25.4	25/09/2017	14:49:20
OPF02	animal  2	VID\Videotrack_user	4	2	track	60	120	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:49:20
OPF03	animal  3	VID\Videotrack_user	4	0	track	60	120	End of period	End of period	0	60	11.2	0	71	47.8	317.5	11	1	26.3	25/09/2017	14:49:20
OPF03	animal  3	VID\Videotrack_user	4	1	track	60	120	End of period	End of period	0	60	11.2	0	71	47.8	317.5	11	1	26.3	25/09/2017	14:49:20
OPF03	animal  3	VID\Videotrack_user	4	2	track	60	120	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:49:20
OPF04	animal  4	VID\Videotrack_user	4	0	track	60	120	End of period	End of period	0	66	9.4	0	73	50	378.4	7	0.6	15.8	25/09/2017	14:49:20
OPF04	animal  4	VID\Videotrack_user	4	1	track	60	120	End of period	End of period	0	66	9.4	0	73	50	378.4	7	0.6	15.8	25/09/2017	14:49:20
OPF04	animal  4	VID\Videotrack_user	4	2	track	60	120	End of period	End of period	4	29	5	0	28	14.1	77.1	0	0	0	25/09/2017	14:49:20
OPF01	animal  1	VID\Videotrack_user	4	0	track	120	180	End of period	End of period	0	55	15.8	0	64	43.5	293.1	8	0.6	15.4	25/09/2017	14:50:20
OPF01	animal  1	VID\Videotrack_user	4	1	track	120	180	End of period	End of period	0	55	15.8	0	64	43.5	293.1	8	0.6	15.4	25/09/2017	14:50:20
OPF01	animal  1	VID\Videotrack_user	4	2	track	120	180	End of period	End of period	1	0	0	0	1	0.4	6	0	0	0	25/09/2017	14:50:20
OPF02	animal  2	VID\Videotrack_user	4	0	track	120	180	End of period	End of period	0	50	10.4	0	85	45.3	389.3	34	4.3	123.9	25/09/2017	14:50:20
OPF02	animal  2	VID\Videotrack_user	4	1	track	120	180	End of period	End of period	0	50	10.4	0	85	45.3	389.3	34	4.3	123.9	25/09/2017	14:50:20
OPF02	animal  2	VID\Videotrack_user	4	2	track	120	180	End of period	End of period	3	0	0	0	7	1.4	31.4	9	0.6	17.1	25/09/2017	14:50:20
OPF03	animal  3	VID\Videotrack_user	4	0	track	120	180	End of period	End of period	0	52	8.7	0	74	47.5	391	22	3.8	106.8	25/09/2017	14:50:20
OPF03	animal  3	VID\Videotrack_user	4	1	track	120	180	End of period	End of period	0	52	8.7	0	74	47.5	391	22	3.8	106.8	25/09/2017	14:50:20
OPF03	animal  3	VID\Videotrack_user	4	2	track	120	180	End of period	End of period	3	0	0	0	1	1.4	26.7	1	0.5	13.8	25/09/2017	14:50:20
OPF04	animal  4	VID\Videotrack_user	4	0	track	120	180	End of period	End of period	0	69	10.6	0	90	47.4	336.7	21	2	59.6	25/09/2017	14:50:20
OPF04	animal  4	VID\Videotrack_user	4	1	track	120	180	End of period	End of period	0	69	10.6	0	90	47.4	336.7	21	2	59.6	25/09/2017	14:50:20
OPF04	animal  4	VID\Videotrack_user	4	2	track	120	180	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:50:20
OPF01	animal  1	VID\Videotrack_user	4	0	track	180	240	End of period	End of period	0	22	2.2	0	72	44.1	482.3	50	13.6	421.6	25/09/2017	14:51:20
OPF01	animal  1	VID\Videotrack_user	4	1	track	180	240	End of period	End of period	0	22	2.2	0	72	44.1	482.3	50	13.6	421.6	25/09/2017	14:51:20
OPF01	animal  1	VID\Videotrack_user	4	2	track	180	240	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:51:20
OPF02	animal  2	VID\Videotrack_user	4	0	track	180	240	End of period	End of period	0	91	22.3	0	90	37.7	161.8	0	0	0	25/09/2017	14:51:20
OPF02	animal  2	VID\Videotrack_user	4	1	track	180	240	End of period	End of period	0	91	22.3	0	90	37.7	161.8	0	0	0	25/09/2017	14:51:20
OPF02	animal  2	VID\Videotrack_user	4	2	track	180	240	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:51:20
OPF03	animal  3	VID\Videotrack_user	4	0	track	180	240	End of period	End of period	0	62	9.3	0	69	50.3	320.6	7	0.4	12.1	25/09/2017	14:51:20
OPF03	animal  3	VID\Videotrack_user	4	1	track	180	240	End of period	End of period	0	62	9.3	0	69	50.3	320.6	7	0.4	12.1	25/09/2017	14:51:20
OPF03	animal  3	VID\Videotrack_user	4	2	track	180	240	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:51:20
OPF04	animal  4	VID\Videotrack_user	4	0	track	180	240	End of period	End of period	0	27	2.8	0	54	52.3	489.5	27	4.8	140.4	25/09/2017	14:51:20
OPF04	animal  4	VID\Videotrack_user	4	1	track	180	240	End of period	End of period	0	27	2.8	0	54	52.3	489.5	27	4.8	140.4	25/09/2017	14:51:20
OPF04	animal  4	VID\Videotrack_user	4	2	track	180	240	End of period	End of period	3	1	0.1	0	5	1.6	23.6	3	1.2	34.6	25/09/2017	14:51:20
OPF01	animal  1	VID\Videotrack_user	4	0	track	240	300	End of period	End of period	0	43	6.3	0	70	47.7	407.5	28	6	183.1	25/09/2017	14:52:20
OPF01	animal  1	VID\Videotrack_user	4	1	track	240	300	End of period	End of period	0	43	6.3	0	70	47.7	407.5	28	6	183.1	25/09/2017	14:52:20
OPF01	animal  1	VID\Videotrack_user	4	2	track	240	300	End of period	End of period	1	0	0	0	1	0.8	15.6	1	0.1	2.5	25/09/2017	14:52:20
OPF02	animal  2	VID\Videotrack_user	4	0	track	240	300	End of period	End of period	0	46	6.8	0	69	50.5	468.6	22	2.8	77.2	25/09/2017	14:52:20
OPF02	animal  2	VID\Videotrack_user	4	1	track	240	300	End of period	End of period	0	46	6.8	0	69	50.5	468.6	22	2.8	77.2	25/09/2017	14:52:20
OPF02	animal  2	VID\Videotrack_user	4	2	track	240	300	End of period	End of period	6	0	0	0	1	3.2	38.7	1	0.1	3.4	25/09/2017	14:52:20
OPF03	animal  3	VID\Videotrack_user	4	0	track	240	300	End of period	End of period	0	41	5.8	0	50	53.3	416.4	9	0.9	25.2	25/09/2017	14:52:20
OPF03	animal  3	VID\Videotrack_user	4	1	track	240	300	End of period	End of period	0	41	5.8	0	50	53.3	416.4	9	0.9	25.2	25/09/2017	14:52:20
OPF03	animal  3	VID\Videotrack_user	4	2	track	240	300	End of period	End of period	3	0	0	0	1	2.7	41.4	1	0.1	3.7	25/09/2017	14:52:20
OPF04	animal  4	VID\Videotrack_user	4	0	track	240	300	End of period	End of period	0	19	1.5	0	53	52.6	530.5	34	5.9	175.9	25/09/2017	14:52:20
OPF04	animal  4	VID\Videotrack_user	4	1	track	240	300	End of period	End of period	0	19	1.5	0	53	52.6	530.5	34	5.9	175.9	25/09/2017	14:52:20
OPF04	animal  4	VID\Videotrack_user	4	2	track	240	300	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:52:20
OPF01	animal  1	VID\Videotrack_user	4	0	track	300	360	End of period	End of period	0	35	4.8	0	72	45.4	423.1	36	9.8	314.2	25/09/2017	14:53:20
OPF01	animal  1	VID\Videotrack_user	4	1	track	300	360	End of period	End of period	0	35	4.8	0	72	45.4	423.1	36	9.8	314.2	25/09/2017	14:53:20
OPF01	animal  1	VID\Videotrack_user	4	2	track	300	360	End of period	End of period	2	0	0	0	2	0.1	3.5	2	0.9	28.2	25/09/2017	14:53:20
OPF02	animal  2	VID\Videotrack_user	4	0	track	300	360	End of period	End of period	0	74	14.5	0	85	43.8	287.1	12	1.7	49.4	25/09/2017	14:53:20
OPF02	animal  2	VID\Videotrack_user	4	1	track	300	360	End of period	End of period	0	74	14.5	0	85	43.8	287.1	12	1.7	49.4	25/09/2017	14:53:20
OPF02	animal  2	VID\Videotrack_user	4	2	track	300	360	End of period	End of period	2	0	0	0	2	1	13.9	3	0.3	9.7	25/09/2017	14:53:20
OPF03	animal  3	VID\Videotrack_user	4	0	track	300	360	End of period	End of period	0	75	14.6	0	77	45.3	276.8	2	0.2	4.4	25/09/2017	14:53:20
OPF03	animal  3	VID\Videotrack_user	4	1	track	300	360	End of period	End of period	0	75	14.6	0	77	45.3	276.8	2	0.2	4.4	25/09/2017	14:53:20
OPF03	animal  3	VID\Videotrack_user	4	2	track	300	360	End of period	End of period	0	0	0	0	0	0.5	5.5	0	0	0	25/09/2017	14:53:20
OPF04	animal  4	VID\Videotrack_user	4	0	track	300	360	End of period	End of period	0	39	4.7	0	60	52.3	449.1	21	3.1	93.1	25/09/2017	14:53:20
OPF04	animal  4	VID\Videotrack_user	4	1	track	300	360	End of period	End of period	0	39	4.7	0	60	52.3	449.1	21	3.1	93.1	25/09/2017	14:53:20
OPF04	animal  4	VID\Videotrack_user	4	2	track	300	360	End of period	End of period	4	1	0.2	0	2	0.6	3.9	0	0.3	11.9	25/09/2017	14:53:20
OPF01	animal  1	VID\Videotrack_user	4	0	track	360	420	End of period	End of period	0	41	5.8	0	61	47.4	413.5	20	6.8	222.4	25/09/2017	14:54:20
OPF01	animal  1	VID\Videotrack_user	4	1	track	360	420	End of period	End of period	0	41	5.8	0	61	47.4	413.5	20	6.8	222.4	25/09/2017	14:54:20
OPF01	animal  1	VID\Videotrack_user	4	2	track	360	420	End of period	End of period	1	0	0	0	1	0.1	2.9	1	0.5	15.5	25/09/2017	14:54:20
OPF02	animal  2	VID\Videotrack_user	4	0	track	360	420	End of period	End of period	0	65	17.1	0	82	41.4	305.3	16	1.5	41.4	25/09/2017	14:54:20
OPF02	animal  2	VID\Videotrack_user	4	1	track	360	420	End of period	End of period	0	65	17.1	0	82	41.4	305.3	16	1.5	41.4	25/09/2017	14:54:20
OPF02	animal  2	VID\Videotrack_user	4	2	track	360	420	End of period	End of period	2	0	0	0	0	1.6	16.2	0	0	1.2	25/09/2017	14:54:20
OPF03	animal  3	VID\Videotrack_user	4	0	track	360	420	End of period	End of period	0	68	13.8	0	78	44.9	317.5	11	1.4	38	25/09/2017	14:54:20
OPF03	animal  3	VID\Videotrack_user	4	1	track	360	420	End of period	End of period	0	68	13.8	0	78	44.9	317.5	11	1.4	38	25/09/2017	14:54:20
OPF03	animal  3	VID\Videotrack_user	4	2	track	360	420	End of period	End of period	1	0	0	0	1	0.8	16.6	1	0.1	1.7	25/09/2017	14:54:20
OPF04	animal  4	VID\Videotrack_user	4	0	track	360	420	End of period	End of period	0	29	3.2	0	77	50.2	520.2	48	6.5	197.9	25/09/2017	14:54:20
OPF04	animal  4	VID\Videotrack_user	4	1	track	360	420	End of period	End of period	0	29	3.2	0	77	50.2	520.2	48	6.5	197.9	25/09/2017	14:54:20
OPF04	animal  4	VID\Videotrack_user	4	2	track	360	420	End of period	End of period	3	0	0	0	5	1.3	25.4	6	0.8	24.1	25/09/2017	14:54:20
OPF01	animal  1	VID\Videotrack_user	4	0	track	420	480	End of period	End of period	0	53	7.7	0	87	43.8	375	34	8.5	268.2	25/09/2017	14:55:20
OPF01	animal  1	VID\Videotrack_user	4	1	track	420	480	End of period	End of period	0	53	7.7	0	87	43.8	375	34	8.5	268.2	25/09/2017	14:55:20
OPF01	animal  1	VID\Videotrack_user	4	2	track	420	480	End of period	End of period	2	1	0	0	2	1.3	14	1	0.4	12.8	25/09/2017	14:55:20
OPF02	animal  2	VID\Videotrack_user	4	0	track	420	480	End of period	End of period	0	71	17.1	0	76	41.6	267.3	6	1.4	40.1	25/09/2017	14:55:20
OPF02	animal  2	VID\Videotrack_user	4	1	track	420	480	End of period	End of period	0	71	17.1	0	76	41.6	267.3	6	1.4	40.1	25/09/2017	14:55:20
OPF02	animal  2	VID\Videotrack_user	4	2	track	420	480	End of period	End of period	2	0	0	0	1	1	19.5	2	0.5	14.6	25/09/2017	14:55:20
OPF03	animal  3	VID\Videotrack_user	4	0	track	420	480	End of period	End of period	0	53	12.4	0	71	45.7	390.3	17	1.9	57.4	25/09/2017	14:55:20
OPF03	animal  3	VID\Videotrack_user	4	1	track	420	480	End of period	End of period	0	53	12.4	0	71	45.7	390.3	17	1.9	57.4	25/09/2017	14:55:20
OPF03	animal  3	VID\Videotrack_user	4	2	track	420	480	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	14:55:20
OPF04	animal  4	VID\Videotrack_user	4	0	track	420	480	End of period	End of period	0	41	4.1	0	60	53.5	472	20	2.4	68	25/09/2017	14:55:20
OPF04	animal  4	VID\Videotrack_user	4	1	track	420	480	End of period	End of period	0	41	4.1	0	60	53.5	472	20	2.4	68	25/09/2017	14:55:20
OPF04	animal  4	VID\Videotrack_user	4	2	track	420	480	End of period	End of period	2	0	0	0	1	0.8	12.8	1	0.1	4.7	25/09/2017	14:55:20
OPF01	animal  1	VID\Videotrack_user	4	0	track	480	540	End of period	End of period	0	20	2.6	0	62	48.9	524.6	42	8.5	255.4	25/09/2017	14:56:20
OPF01	animal  1	VID\Videotrack_user	4	1	track	480	540	End of period	End of period	0	20	2.6	0	62	48.9	524.6	42	8.5	255.4	25/09/2017	14:56:20
OPF01	animal  1	VID\Videotrack_user	4	2	track	480	540	End of period	End of period	5	0	0	0	4	4.7	47.1	1	0.3	7.3	25/09/2017	14:56:20
OPF02	animal  2	VID\Videotrack_user	4	0	track	480	540	End of period	End of period	0	47	9.2	0	65	45.5	389.6	17	5.4	164.6	25/09/2017	14:56:20
OPF02	animal  2	VID\Videotrack_user	4	1	track	480	540	End of period	End of period	0	47	9.2	0	65	45.5	389.6	17	5.4	164.6	25/09/2017	14:56:20
OPF02	animal  2	VID\Videotrack_user	4	2	track	480	540	End of period	End of period	1	0	0	0	0	0.1	3.1	1	0.3	10.4	25/09/2017	14:56:20
OPF03	animal  3	VID\Videotrack_user	4	0	track	480	540	End of period	End of period	0	60	17.1	0	60	42.9	277.5	1	0	0.9	25/09/2017	14:56:20
OPF03	animal  3	VID\Videotrack_user	4	1	track	480	540	End of period	End of period	0	60	17.1	0	60	42.9	277.5	1	0	0.9	25/09/2017	14:56:20
OPF03	animal  3	VID\Videotrack_user	4	2	track	480	540	End of period	End of period	1	0	0	0	0	1.2	13.1	0	0	0	25/09/2017	14:56:20
OPF04	animal  4	VID\Videotrack_user	4	0	track	480	540	End of period	End of period	0	33	2.5	0	64	52.2	456.3	30	5.3	165.7	25/09/2017	14:56:20
OPF04	animal  4	VID\Videotrack_user	4	1	track	480	540	End of period	End of period	0	33	2.5	0	64	52.2	456.3	30	5.3	165.7	25/09/2017	14:56:20
OPF04	animal  4	VID\Videotrack_user	4	2	track	480	540	End of period	End of period	3	2	0.2	0	6	3	30	3	0.7	21.8	25/09/2017	14:56:20
OPF01	animal  1	VID\Videotrack_user	4	0	track	540	600	End of period	End of session	0	29	3.4	0	60	51	520.3	31	5.6	165.8	25/09/2017	14:57:20
OPF01	animal  1	VID\Videotrack_user	4	1	track	540	600	End of period	End of session	0	29	3.4	0	60	51	520.3	31	5.6	165.8	25/09/2017	14:57:20
OPF01	animal  1	VID\Videotrack_user	4	2	track	540	600	End of period	End of session	5	2	0.3	0	4	4.2	51	2	0.6	18.1	25/09/2017	14:57:20
OPF02	animal  2	VID\Videotrack_user	4	0	track	540	600	End of period	End of session	0	54	8.9	0	73	42.5	339	20	8.5	262.4	25/09/2017	14:57:20
OPF02	animal  2	VID\Videotrack_user	4	1	track	540	600	End of period	End of session	0	54	8.9	0	73	42.5	339	20	8.5	262.4	25/09/2017	14:57:20
OPF02	animal  2	VID\Videotrack_user	4	2	track	540	600	End of period	End of session	1	0	0	0	1	0.5	5.3	1	0.4	12.3	25/09/2017	14:57:20
OPF03	animal  3	VID\Videotrack_user	4	0	track	540	600	End of period	End of session	0	71	13	0	77	46.7	305.6	5	0.3	7.8	25/09/2017	14:57:20
OPF03	animal  3	VID\Videotrack_user	4	1	track	540	600	End of period	End of session	0	71	13	0	77	46.7	305.6	5	0.3	7.8	25/09/2017	14:57:20
OPF03	animal  3	VID\Videotrack_user	4	2	track	540	600	End of period	End of session	3	0	0	0	1	4.9	49.4	1	0	0.8	25/09/2017	14:57:20
OPF04	animal  4	VID\Videotrack_user	4	0	track	540	600	End of period	End of session	0	31	3.3	0	61	51.2	453.1	30	5.5	165.3	25/09/2017	14:57:20
OPF04	animal  4	VID\Videotrack_user	4	1	track	540	600	End of period	End of session	0	31	3.3	0	61	51.2	453.1	30	5.5	165.3	25/09/2017	14:57:20
OPF04	animal  4	VID\Videotrack_user	4	2	track	540	600	End of period	End of session	2	2	0.5	0	3	4.2	42.2	1	0	0.9	25/09/2017	14:57:20
OPF01	animal  1	VID\Videotrack_user	5	0	track	0	60	Beginning of session	End of period	1	21	1.9	0	37	56.8	644.5	15	1.3	36.2	25/09/2017	15:02:09
OPF01	animal  1	VID\Videotrack_user	5	1	track	0	60	Beginning of session	End of period	1	21	1.9	0	37	56.8	644.5	15	1.3	36.2	25/09/2017	15:02:09
OPF01	animal  1	VID\Videotrack_user	5	2	track	0	60	Beginning of session	End of period	3	0	0	0	3	3	57.1	3	0.1	2.3	25/09/2017	15:02:09
OPF02	animal  2	VID\Videotrack_user	5	0	track	0	60	Beginning of session	End of period	1	32	4.2	0	49	54.5	615.7	16	1.3	33.8	25/09/2017	15:02:09
OPF02	animal  2	VID\Videotrack_user	5	1	track	0	60	Beginning of session	End of period	1	32	4.2	0	49	54.5	615.7	16	1.3	33.8	25/09/2017	15:02:09
OPF02	animal  2	VID\Videotrack_user	5	2	track	0	60	Beginning of session	End of period	1	0	0	0	0	1.3	16.4	0	0	0	25/09/2017	15:02:09
OPF03	animal  3	VID\Videotrack_user	5	0	track	0	60	Beginning of session	End of period	1	40	6.5	0	42	53.4	463.1	1	0	0.8	25/09/2017	15:02:09
OPF03	animal  3	VID\Videotrack_user	5	1	track	0	60	Beginning of session	End of period	1	40	6.5	0	42	53.4	463.1	1	0	0.8	25/09/2017	15:02:09
OPF03	animal  3	VID\Videotrack_user	5	2	track	0	60	Beginning of session	End of period	5	0	0	0	1	3.8	62.6	1	0	0.8	25/09/2017	15:02:09
OPF04	animal  4	VID\Videotrack_user	5	0	track	0	60	Beginning of session	End of period	1	48	8.1	0	49	51.9	375.7	0	0	0	25/09/2017	15:02:09
OPF04	animal  4	VID\Videotrack_user	5	1	track	0	60	Beginning of session	End of period	1	48	8.1	0	49	51.9	375.7	0	0	0	25/09/2017	15:02:09
OPF04	animal  4	VID\Videotrack_user	5	2	track	0	60	Beginning of session	End of period	3	0	0	0	0	1.5	19.8	0	0	0	25/09/2017	15:02:09
OPF01	animal  1	VID\Videotrack_user	5	0	track	60	120	End of period	End of period	0	49	9.5	0	64	49.4	409.2	15	1.2	31.9	25/09/2017	15:03:09
OPF01	animal  1	VID\Videotrack_user	5	1	track	60	120	End of period	End of period	0	49	9.5	0	64	49.4	409.2	15	1.2	31.9	25/09/2017	15:03:09
OPF01	animal  1	VID\Videotrack_user	5	2	track	60	120	End of period	End of period	1	0	0	0	1	0.2	5.1	1	0.1	2.4	25/09/2017	15:03:09
OPF02	animal  2	VID\Videotrack_user	5	0	track	60	120	End of period	End of period	0	56	7.1	0	63	52.5	431.5	7	0.4	12.4	25/09/2017	15:03:09
OPF02	animal  2	VID\Videotrack_user	5	1	track	60	120	End of period	End of period	0	56	7.1	0	63	52.5	431.5	7	0.4	12.4	25/09/2017	15:03:09
OPF02	animal  2	VID\Videotrack_user	5	2	track	60	120	End of period	End of period	1	0	0	0	0	1	19.6	0	0	0	25/09/2017	15:03:09
OPF03	animal  3	VID\Videotrack_user	5	0	track	60	120	End of period	End of period	0	65	12.2	0	64	47.8	302.4	0	0	0	25/09/2017	15:03:09
OPF03	animal  3	VID\Videotrack_user	5	1	track	60	120	End of period	End of period	0	65	12.2	0	64	47.8	302.4	0	0	0	25/09/2017	15:03:09
OPF03	animal  3	VID\Videotrack_user	5	2	track	60	120	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	15:03:09
OPF04	animal  4	VID\Videotrack_user	5	0	track	60	120	End of period	End of period	0	78	13.9	0	78	46.1	285	0	0	0	25/09/2017	15:03:09
OPF04	animal  4	VID\Videotrack_user	5	1	track	60	120	End of period	End of period	0	78	13.9	0	78	46.1	285	0	0	0	25/09/2017	15:03:09
OPF04	animal  4	VID\Videotrack_user	5	2	track	60	120	End of period	End of period	1	0	0	0	0	1	15.6	0	0	0	25/09/2017	15:03:09
OPF01	animal  1	VID\Videotrack_user	5	0	track	120	180	End of period	End of period	0	29	5.3	0	50	51.9	495.7	21	2.9	80.7	25/09/2017	15:04:09
OPF01	animal  1	VID\Videotrack_user	5	1	track	120	180	End of period	End of period	0	29	5.3	0	50	51.9	495.7	21	2.9	80.7	25/09/2017	15:04:09
OPF01	animal  1	VID\Videotrack_user	5	2	track	120	180	End of period	End of period	6	3	0.2	0	4	5.1	45.5	2	0.4	10.4	25/09/2017	15:04:09
OPF02	animal  2	VID\Videotrack_user	5	0	track	120	180	End of period	End of period	0	36	3.6	0	62	54.3	507.1	26	2.2	59.5	25/09/2017	15:04:09
OPF02	animal  2	VID\Videotrack_user	5	1	track	120	180	End of period	End of period	0	36	3.6	0	62	54.3	507.1	26	2.2	59.5	25/09/2017	15:04:09
OPF02	animal  2	VID\Videotrack_user	5	2	track	120	180	End of period	End of period	2	0	0	0	3	1.4	26.4	3	0.3	9.1	25/09/2017	15:04:09
OPF03	animal  3	VID\Videotrack_user	5	0	track	120	180	End of period	End of period	0	43	9.2	0	45	50.8	412.9	1	0	0.8	25/09/2017	15:04:09
OPF03	animal  3	VID\Videotrack_user	5	1	track	120	180	End of period	End of period	0	43	9.2	0	45	50.8	412.9	1	0	0.8	25/09/2017	15:04:09
OPF03	animal  3	VID\Videotrack_user	5	2	track	120	180	End of period	End of period	2	12	3.4	0	12	5.3	26.4	0	0	0	25/09/2017	15:04:09
OPF04	animal  4	VID\Videotrack_user	5	0	track	120	180	End of period	End of period	0	50	7.8	0	54	52	369.4	5	0.2	5.1	25/09/2017	15:04:09
OPF04	animal  4	VID\Videotrack_user	5	1	track	120	180	End of period	End of period	0	50	7.8	0	54	52	369.4	5	0.2	5.1	25/09/2017	15:04:09
OPF04	animal  4	VID\Videotrack_user	5	2	track	120	180	End of period	End of period	2	0	0	0	3	1.1	19.7	4	0.1	4	25/09/2017	15:04:09
OPF01	animal  1	VID\Videotrack_user	5	0	track	180	240	End of period	End of period	0	52	10.8	0	63	47.7	352.7	12	1.5	42.3	25/09/2017	15:05:09
OPF01	animal  1	VID\Videotrack_user	5	1	track	180	240	End of period	End of period	0	52	10.8	0	63	47.7	352.7	12	1.5	42.3	25/09/2017	15:05:09
OPF01	animal  1	VID\Videotrack_user	5	2	track	180	240	End of period	End of period	0	0	0	0	0	0	0	0	0	0	25/09/2017	15:05:09
OPF02	animal  2	VID\Videotrack_user	5	0	track	180	240	End of period	End of period	0	48	4.4	0	92	50.5	503	44	5.1	144.8	25/09/2017	15:05:09
OPF02	animal  2	VID\Videotrack_user	5	1	track	180	240	End of period	End of period	0	48	4.4	0	92	50.5	503	44	5.1	144.8	25/09/2017	15:05:09
OPF02	animal  2	VID\Videotrack_user	5	2	track	180	240	End of period	End of period	2	0	0	0	1	0.7	10.6	2	0.4	12	25/09/2017	15:05:09
OPF03	animal  3	VID\Videotrack_user	5	0	track	180	240	End of period	End of period	0	47	6.8	0	61	52	472.2	14	1.2	31.5	25/09/2017	15:05:09
